SalePrice,PriceperSqft,YearBuilt,YrSold,MonthSold,Size,Floor,HallwayType,HeatingType,AptManageType,N_Parkinglot(Ground),N_Parkinglot(Basement),TimeToBusStop,TimeToSubway,N_APT,N_manager,N_elevators,SubwayStation,N_FacilitiesNearBy(PublicOffice),N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Mall),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(Park),N_SchoolNearBy(Elementary),N_SchoolNearBy(Middle),N_SchoolNearBy(High),N_SchoolNearBy(University),N_FacilitiesInApt,N_FacilitiesNearBy(Total),N_SchoolNearBy(Total)
307964,336.940919,2008,2015,6,914,24,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,1,1,0,1,2,3,2,2,8,7,9
176991,274.8307453,1993,2015,6,644,8,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
250000,336.473755,2005,2015,6,743,19,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
292035,352.2738239,2008,2015,6,829,11,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,1,1,0,1,2,3,2,2,8,7,9
326548,358.843956,2014,2015,6,910,8,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,0,1,5,0,4,3,5,5,9,14,17
442477,353.4161342,2014,2015,6,1252,9,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,5,12,Banwoldang,0,0,0,0,0,0,0,0,0,0,10,0,0
323008,356.1278942,2014,2015,6,907,9,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,0,1,5,0,4,3,5,5,9,14,17
351769,150.5216089,1993,2015,6,2337,17,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
314159,178.3980693,1993,2015,6,1761,4,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
274336,300.1487965,2005,2015,6,914,10,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
307079,278.4034451,2007,2015,6,1103,5,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
159292,247.3478261,1992,2015,6,644,8,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,4,8,Myung-duk,5,1,1,1,1,0,3,3,4,4,3,9,14
277433,303.5371991,2005,2015,6,914,14,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
353982,387.2888403,2014,2015,6,914,15,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,5,12,Banwoldang,0,0,0,0,0,0,0,0,0,0,10,0,0
176991,274.8307453,1993,2015,6,644,4,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
433628,299.4668508,2007,2015,6,1448,29,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
247787,271.1017505,1993,2015,6,914,12,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
200884,351.1958042,2005,2015,6,572,21,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
71681,201.9183099,1992,2015,6,355,1,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
79646,224.3549296,1992,2015,6,355,7,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
315044,285.62466,2007,2015,6,1103,12,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
104867,364.1215278,2014,2015,6,288,13,corridor,individual_heating,management_in_trust,11,108,0~5min,5min~10min,1,3,0,Banwoldang,3,1,2,1,0,1,2,2,2,2,2,8,8
391150,358.1959707,2014,2015,6,1092,12,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,0,1,5,0,4,3,5,5,9,14,17
104424,362.5833333,2014,2015,6,288,9,corridor,individual_heating,management_in_trust,11,108,0~5min,5min~10min,1,3,0,Banwoldang,3,1,2,1,0,1,2,2,2,2,2,8,8
130973,227.3836806,1992,2015,6,576,3,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
104424,362.5833333,2014,2015,6,288,9,corridor,individual_heating,management_in_trust,11,108,0~5min,5min~10min,1,3,0,Banwoldang,3,1,2,1,0,1,2,2,2,2,2,8,8
79646,276.5486111,2014,2015,6,288,2,corridor,individual_heating,management_in_trust,11,108,0~5min,5min~10min,1,3,0,Banwoldang,3,1,2,1,0,1,2,2,2,2,2,8,8
78761,221.8619718,1992,2015,6,355,6,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
570796,296.0560166,2007,2015,6,1928,31,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
486725,350.9192502,2007,2015,6,1387,35,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
256637,280.7844639,1986,2015,6,914,9,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
420353,303.0663302,2007,2015,6,1387,2,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
347787,400.6762673,2007,2015,6,868,26,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
194690,215.6035437,1978,2015,6,903,8,corridor,individual_heating,self_management,87,0,0~5min,0-5min,2,1,4,Kyungbuk_uni_hospital,3,2,1,1,0,0,3,3,3,2,3,7,11
438053,315.8276857,2007,2015,6,1387,14,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
345132,397.6175115,2007,2015,6,868,7,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
472566,287.6238588,2007,2015,6,1643,21,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
322123,371.109447,2007,2015,6,868,26,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
172566,221.5224647,1978,2015,6,779,2,corridor,individual_heating,self_management,87,0,0~5min,0-5min,2,1,4,Kyungbuk_uni_hospital,3,2,1,1,0,0,3,3,3,2,3,7,11
325663,248.029703,1986,2015,6,1313,4,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
344247,249.9978214,1986,2015,6,1377,4,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
157522,244.5993789,1997,2015,7,644,4,mixed,individual_heating,management_in_trust,82,56,5min~10min,15min~20min,1,2,4,Chil-sung-market,7,1,2,1,1,1,4,0,0,3,5,13,7
362831,398.7153846,2013,2015,7,910,16,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,1,1,0,1,4,2,2,3,7,9,11
353982,388.9912088,2013,2015,7,910,3,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,1,1,0,1,4,2,2,3,7,9,11
357964,393.367033,2013,2015,7,910,10,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,1,1,0,1,4,2,2,3,7,9,11
423008,464.843956,2013,2015,7,910,33,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,1,1,0,1,4,2,2,3,7,9,11
61946,124.3895582,1985,2015,7,498,9,corridor,individual_heating,self_management,80,76,0~5min,5min~10min,1,2,2,Daegu,5,1,2,1,2,1,2,1,1,0,3,12,4
115044,195.9863714,1985,2015,7,587,8,corridor,individual_heating,self_management,80,76,0~5min,5min~10min,1,2,2,Daegu,5,1,2,1,2,1,2,1,1,0,3,12,4
35398,262.2074074,2014,2015,7,135,15,corridor,individual_heating,self_management,0,218,10min~15min,5min~10min,1,4,0,no_subway_nearby,4,1,0,0,1,0,0,0,0,1,1,6,1
35398,262.2074074,2014,2015,7,135,17,corridor,individual_heating,self_management,0,218,10min~15min,5min~10min,1,4,0,no_subway_nearby,4,1,0,0,1,0,0,0,0,1,1,6,1
35398,262.2074074,2014,2015,7,135,16,corridor,individual_heating,self_management,0,218,10min~15min,5min~10min,1,4,0,no_subway_nearby,4,1,0,0,1,0,0,0,0,1,1,6,1
442477,261.8207101,2007,2015,7,1690,10,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
336283,264.1657502,2007,2015,7,1273,7,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
460176,272.2934911,2007,2015,7,1690,12,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
292035,319.5131291,2006,2015,7,914,2,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,0,1,0,0,2,2,1,2,5,3,7
352212,306.537859,2006,2015,7,1149,15,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,0,1,0,0,2,2,1,2,5,3,7
305309,334.036105,2006,2015,7,914,17,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,0,1,0,0,2,2,1,2,5,3,7
356637,310.3890339,2006,2015,7,1149,14,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,0,1,0,0,2,2,1,2,5,3,7
349557,304.227154,2006,2015,7,1149,18,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,0,1,0,0,2,2,1,2,5,3,7
330088,278.7905405,2005,2015,7,1184,15,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
132743,91.67334254,1992,2015,7,1448,4,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,4,8,Myung-duk,5,1,1,1,1,0,3,3,4,4,3,9,14
309734,240.4767081,1993,2015,7,1288,3,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
79646,224.3549296,1992,2015,7,355,4,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
389380,333.6589546,2008,2015,7,1167,11,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,1,1,0,1,2,3,2,2,8,7,9
105309,365.65625,2014,2015,7,288,12,corridor,individual_heating,management_in_trust,11,108,0~5min,5min~10min,1,3,0,Banwoldang,3,1,2,1,0,1,2,2,2,2,2,8,8
336283,190.9613856,1993,2015,7,1761,4,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
123893,215.0920139,1992,2015,7,576,15,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
379203,272.0251076,2007,2015,7,1394,20,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
411504,295.1965567,2007,2015,7,1394,27,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
205752,359.7062937,2005,2015,7,572,16,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
330088,391.5634638,2014,2015,7,843,13,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,0,1,5,0,4,3,5,5,9,14,17
300884,215.8421808,2007,2015,7,1394,4,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
74336,209.3971831,1992,2015,7,355,7,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
181415,281.7003106,1993,2015,7,644,4,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
86725,244.2957746,1992,2015,7,355,12,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
296460,324.3544858,2007,2015,7,914,29,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
303539,332.0995624,2005,2015,7,914,21,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
300000,328.2275711,2005,2015,7,914,20,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
330088,227.4900069,1993,2015,7,1451,24,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
411504,376.8351648,2014,2015,7,1092,6,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,0,1,5,0,4,3,5,5,9,14,17
221238,242.0547046,1993,2015,7,914,8,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
294690,260.5570292,1986,2015,7,1131,7,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
168141,215.8421053,1978,2015,7,779,3,corridor,individual_heating,self_management,87,0,0~5min,0-5min,2,1,4,Kyungbuk_uni_hospital,3,2,1,1,0,0,3,3,3,2,3,7,11
271681,300.8648948,2006,2015,7,903,4,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,3,11,Myung-duk,3,1,1,1,2,0,4,3,3,1,4,8,11
201769,223.4429679,1978,2015,7,903,12,corridor,individual_heating,self_management,87,0,0~5min,0-5min,2,1,4,Kyungbuk_uni_hospital,3,2,1,1,0,0,3,3,3,2,3,7,11
150442,166.6024363,1978,2015,7,903,11,corridor,individual_heating,self_management,87,0,0~5min,0-5min,2,1,4,Kyungbuk_uni_hospital,3,2,1,1,0,0,3,3,3,2,3,7,11
475663,342.9437635,2007,2015,7,1387,37,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
302654,335.1650055,2006,2015,7,903,12,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,3,11,Myung-duk,3,1,1,1,2,0,4,3,3,1,4,8,11
163716,181.3023256,1978,2015,7,903,9,corridor,individual_heating,self_management,87,0,0~5min,0-5min,2,1,4,Kyungbuk_uni_hospital,3,2,1,1,0,0,3,3,3,2,3,7,11
530973,349.554312,2007,2015,7,1519,20,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
566371,293.7608921,2007,2015,7,1928,16,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
528318,274.0238589,2007,2015,7,1928,2,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
250442,274.0065646,1986,2015,7,914,8,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
271681,240.2130858,1986,2015,7,1131,1,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
205752,225.1115974,1997,2015,8,914,15,mixed,individual_heating,management_in_trust,82,56,5min~10min,15min~20min,1,2,4,Chil-sung-market,7,1,2,1,1,1,4,0,0,3,5,13,7
303982,332.5842451,2009,2015,8,914,5,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
395575,434.6978022,2013,2015,8,910,30,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,1,1,0,1,4,2,2,3,7,9,11
358407,395.1565601,2013,2015,8,907,13,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,1,1,0,1,4,2,2,3,7,9,11
298230,327.7252747,2006,2015,8,910,13,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,3,0,Kyungbuk_uni_hospital,2,1,1,1,1,0,3,2,2,2,5,6,9
265486,327.3563502,2006,2015,8,811,15,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,3,0,Kyungbuk_uni_hospital,2,1,1,1,1,0,3,2,2,2,5,6,9
110619,188.4480409,1985,2015,8,587,6,corridor,individual_heating,self_management,80,76,0~5min,5min~10min,1,2,2,Daegu,5,1,2,1,2,1,2,1,1,0,3,12,4
376106,295.4485467,2007,2015,8,1273,9,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
199115,218.8076923,1986,2015,8,910,14,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,2,Sin-nam,5,1,2,1,1,1,6,2,3,2,3,11,13
101769,200.3326772,1986,2015,8,508,11,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,2,Sin-nam,5,1,2,1,1,1,6,2,3,2,3,11,13
141592,245.8194444,1992,2015,8,576,14,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
318584,180.9108461,1993,2015,8,1761,15,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
101769,353.3645833,2014,2015,8,288,5,corridor,individual_heating,management_in_trust,11,108,0~5min,5min~10min,1,3,0,Banwoldang,3,1,2,1,0,1,2,2,2,2,2,8,8
231858,253.6739606,1992,2015,8,914,10,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,4,8,Myung-duk,5,1,1,1,1,0,3,3,4,4,3,9,14
237168,259.4835886,1993,2015,8,914,2,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
333628,229.9297037,1993,2015,8,1451,4,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
130088,225.8472222,1992,2015,8,576,8,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
102654,356.4375,2014,2015,8,288,9,corridor,individual_heating,management_in_trust,11,108,0~5min,5min~10min,1,3,0,Banwoldang,3,1,2,1,0,1,2,2,2,2,2,8,8
530973,323.1728545,2007,2015,8,1643,35,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
345132,397.6175115,2007,2015,8,868,21,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
289380,320.4651163,2006,2015,8,903,11,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,3,11,Myung-duk,3,1,1,1,2,0,4,3,3,1,4,8,11
256637,280.7844639,1986,2015,8,914,4,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
298230,263.6870027,1986,2015,8,1131,11,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
335398,386.4032258,2007,2015,8,868,5,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
292035,336.4458525,2007,2015,8,868,21,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
371681,206.9493318,1986,2015,8,1796,8,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
529203,274.4828838,2007,2015,8,1928,2,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
234513,256.5787746,1986,2015,8,914,9,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
526548,273.1058091,2007,2015,8,1928,23,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
553097,286.8760373,2007,2015,8,1928,21,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
304424,334.5318681,2009,2015,9,910,17,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
371681,408.4406593,2013,2015,9,910,31,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,1,1,0,1,4,2,2,3,7,9,11
393805,434.1841235,2013,2015,9,907,33,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,1,1,0,1,4,2,2,3,7,9,11
283185,349.1800247,2006,2015,9,811,18,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,3,0,Kyungbuk_uni_hospital,2,1,1,1,1,0,3,2,2,2,5,6,9
253982,399.3427673,2006,2015,9,636,15,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,3,0,Kyungbuk_uni_hospital,2,1,1,1,1,0,3,2,2,2,5,6,9
409734,242.4461538,2007,2015,9,1690,4,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
398230,298.5232384,2007,2015,9,1334,8,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
446902,264.4390533,2007,2015,9,1690,14,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
103982,204.6889764,1986,2015,9,508,8,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,2,Sin-nam,5,1,2,1,1,1,6,2,3,2,3,11,13
358407,311.9295039,2006,2015,9,1149,10,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,0,1,0,0,2,2,1,2,5,3,7
415929,202.3000973,2006,2015,9,2056,25,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,0,1,0,0,2,2,1,2,5,3,7
449557,257.9213999,2006,2015,9,1743,5,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,0,1,0,0,2,2,1,2,5,3,7
300000,361.8817853,2008,2015,9,829,20,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,1,1,0,1,2,3,2,2,8,7,9
249557,335.8775236,2005,2015,9,743,6,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
104424,362.5833333,2014,2015,9,288,12,corridor,individual_heating,management_in_trust,11,108,0~5min,5min~10min,1,3,0,Banwoldang,3,1,2,1,0,1,2,2,2,2,2,8,8
392743,287.5131772,2007,2015,9,1366,17,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
107964,374.875,2014,2015,9,288,13,corridor,individual_heating,management_in_trust,11,108,0~5min,5min~10min,1,3,0,Banwoldang,3,1,2,1,0,1,2,2,2,2,2,8,8
274336,300.1487965,2005,2015,9,914,1,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
73893,208.1492958,1992,2015,9,355,4,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
77876,219.3690141,1992,2015,9,355,9,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
